,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1142,1143,27,No,Non-Travel,210,Sales,1,Below College,Marketing,High,Male,73,High,2,Sales Executive,Medium,Married,6349,22107,0,Yes,13,Excellent,Very High,1,6,0,Excellent,5,4,1,4
1143,1144,45,No,Travel_Frequently,364,Research & Development,25,Bachelor,Medical,Medium,Female,83,High,5,Manager,Medium,Single,18061,13035,3,No,22,Outstanding,High,0,22,4,Excellent,0,0,0,0
1144,1145,55,No,Travel_Rarely,1136,Research & Development,1,Master,Medical,Medium,Male,81,Very High,4,Research Director,Very High,Divorced,14732,12414,2,No,13,Excellent,Very High,2,31,4,Outstanding,7,7,0,0
1145,1146,27,No,Travel_Rarely,1291,Sales,11,Bachelor,Medical,High,Female,98,Very High,1,Sales Representative,Very High,Married,2534,6527,8,No,14,Excellent,Medium,1,5,4,Excellent,1,0,0,0
1147,1148,28,No,Travel_Rarely,760,Sales,2,Master,Marketing,Medium,Female,81,High,2,Sales Executive,Medium,Married,4779,3698,1,Yes,20,Outstanding,Low,0,8,2,Excellent,8,7,7,5
1148,1149,42,No,Travel_Rarely,462,Sales,14,College,Medical,High,Female,68,Medium,2,Sales Executive,High,Single,6244,7824,7,No,17,Excellent,Low,0,10,6,Excellent,5,4,0,3
1150,1151,29,Yes,Travel_Rarely,992,Research & Development,1,Bachelor,Technical Degree,High,Male,85,High,1,Research Scientist,High,Single,2058,19757,0,No,14,Excellent,Very High,0,7,1,Good,6,2,1,5
1152,1153,29,No,Travel_Rarely,942,Research & Development,15,Below College,Life Sciences,Medium,Female,69,Low,1,Research Scientist,Very High,Married,2168,26933,0,Yes,18,Excellent,Low,1,6,2,Good,5,4,1,3
1153,1154,47,No,Travel_Rarely,703,Sales,14,Master,Marketing,Very High,Male,42,High,2,Sales Executive,Low,Single,4960,11825,2,No,12,Excellent,Very High,0,20,2,Excellent,7,7,1,7
1154,1155,32,No,Travel_Frequently,116,Research & Development,13,Bachelor,Other,High,Female,77,Medium,1,Laboratory Technician,Medium,Married,2743,7331,1,No,20,Outstanding,High,1,2,2,Excellent,2,2,2,2
1155,1156,24,Yes,Travel_Rarely,1448,Sales,1,Below College,Technical Degree,Low,Female,62,High,1,Sales Representative,Medium,Single,3202,21972,1,Yes,16,Excellent,Medium,0,6,4,Excellent,5,3,1,4
1156,1157,34,No,Travel_Rarely,404,Research & Development,2,Master,Technical Degree,High,Female,98,High,2,Healthcare Representative,Very High,Single,6687,6163,1,No,11,Excellent,Very High,0,14,2,Outstanding,14,11,4,11
1157,1158,37,No,Travel_Rarely,799,Research & Development,1,Bachelor,Technical Degree,Medium,Female,59,High,3,Manufacturing Director,Very High,Single,7491,23848,4,No,17,Excellent,Very High,0,12,3,Outstanding,6,5,1,2
1158,1159,32,No,Non-Travel,976,Sales,26,Master,Marketing,High,Male,100,High,2,Sales Executive,Very High,Married,4465,12069,0,No,18,Excellent,Low,0,4,2,Excellent,3,2,2,2
1159,1160,27,No,Travel_Rarely,1130,Sales,8,Master,Marketing,Medium,Female,56,High,2,Sales Executive,Medium,Married,6214,3415,1,No,18,Excellent,Low,1,8,3,Excellent,8,7,0,7
1161,1162,42,No,Travel_Rarely,269,Research & Development,2,Bachelor,Medical,Very High,Female,56,Medium,1,Laboratory Technician,Low,Divorced,2593,8007,0,Yes,11,Excellent,High,1,10,4,Excellent,9,6,7,8
1163,1164,38,No,Travel_Rarely,243,Sales,7,Master,Marketing,Very High,Female,46,Medium,2,Sales Executive,Very High,Single,4028,7791,0,No,20,Outstanding,Low,0,8,2,Excellent,7,7,0,5
1165,1166,49,No,Travel_Rarely,1091,Research & Development,1,College,Technical Degree,High,Female,90,Medium,4,Healthcare Representative,High,Single,13964,17810,7,Yes,12,Excellent,Very High,0,25,2,Excellent,7,1,0,7
1167,1168,34,No,Travel_Rarely,216,Sales,1,Master,Marketing,Medium,Male,75,Very High,2,Sales Executive,Very High,Divorced,9725,12278,0,No,11,Excellent,Very High,1,16,2,Good,15,1,0,9
1169,1170,40,No,Travel_Frequently,580,Sales,5,Master,Life Sciences,Very High,Male,48,Medium,3,Sales Executive,Low,Married,10475,23772,5,Yes,21,Outstanding,High,1,20,2,Excellent,18,13,1,12
1170,1171,38,No,Travel_Frequently,1490,Research & Development,2,College,Life Sciences,Very High,Male,42,High,1,Laboratory Technician,Very High,Married,1702,12106,1,Yes,23,Outstanding,High,1,1,3,Excellent,1,0,0,0
1171,1172,27,No,Non-Travel,443,Research & Development,3,Bachelor,Medical,Very High,Male,50,High,1,Research Scientist,Very High,Married,1706,16571,1,No,11,Excellent,High,3,0,6,Good,0,0,0,0
1173,1174,38,No,Non-Travel,1327,Sales,2,College,Life Sciences,Very High,Male,39,Medium,2,Sales Executive,Very High,Married,5249,19682,3,No,18,Excellent,Very High,1,13,0,Excellent,8,7,7,5
1174,1175,47,No,Travel_Rarely,1482,Research & Development,5,Doctor,Life Sciences,Very High,Male,42,High,5,Research Director,High,Married,18300,16375,4,No,11,Excellent,Medium,1,21,2,Excellent,3,2,1,1
1175,1176,38,No,Travel_Rarely,1084,Research & Development,29,Bachelor,Technical Degree,Very High,Male,54,High,2,Manufacturing Director,Very High,Married,6261,4185,3,No,18,Excellent,Low,1,9,3,Low,7,7,1,7
1176,1177,30,No,Travel_Rarely,438,Research & Development,18,Bachelor,Life Sciences,Low,Female,75,High,1,Research Scientist,High,Single,2632,23910,1,No,14,Excellent,High,0,5,4,Good,5,4,0,4
1177,1178,28,No,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,High,Male,39,Medium,1,Research Scientist,High,Divorced,2703,22088,1,Yes,14,Excellent,Very High,1,3,2,Excellent,3,1,0,2
1178,1179,27,No,Travel_Rarely,798,Research & Development,6,Master,Medical,Low,Female,66,Medium,1,Research Scientist,High,Divorced,2187,5013,0,No,12,Excellent,High,2,6,5,Good,5,3,0,3
1179,1180,46,No,Travel_Rarely,991,Human Resources,1,College,Life Sciences,Very High,Female,44,High,1,Human Resources,Low,Single,3423,22957,6,No,12,Excellent,High,0,10,3,Outstanding,7,6,5,7
1180,1181,40,Yes,Non-Travel,1479,Sales,24,Bachelor,Life Sciences,Medium,Female,100,Very High,4,Sales Executive,Medium,Single,13194,17071,4,Yes,16,Excellent,Very High,0,22,2,Good,1,0,0,0
1181,1182,55,No,Travel_Rarely,282,Research & Development,2,College,Medical,Very High,Female,58,Low,5,Manager,High,Married,19187,6992,4,No,14,Excellent,Very High,1,23,5,Excellent,19,9,9,11
1182,1183,26,No,Travel_Rarely,1349,Research & Development,23,Bachelor,Life Sciences,Low,Female,90,High,1,Research Scientist,Very High,Divorced,2886,3032,1,No,22,Outstanding,Medium,2,3,3,Low,3,2,0,2
1183,1184,35,No,Travel_Frequently,636,Research & Development,4,Master,Other,Very High,Male,47,Medium,1,Laboratory Technician,Very High,Married,2376,26537,1,No,13,Excellent,Medium,1,2,2,Outstanding,2,2,2,2
1184,1185,42,No,Travel_Rarely,622,Research & Development,2,Master,Life Sciences,High,Female,81,High,2,Healthcare Representative,Very High,Married,4089,5718,1,No,13,Excellent,Medium,2,10,4,Excellent,10,2,2,2
1185,1186,40,No,Travel_Rarely,107,Sales,10,Bachelor,Technical Degree,Medium,Female,84,Medium,2,Sales Executive,Medium,Divorced,6852,11591,7,No,12,Excellent,Medium,1,7,2,Outstanding,5,1,1,3
1186,1187,19,No,Travel_Rarely,1181,Research & Development,3,Below College,Medical,Medium,Female,79,High,1,Laboratory Technician,Medium,Single,1483,16102,1,No,14,Excellent,Very High,0,1,3,Excellent,1,0,0,0
1188,1189,39,Yes,Non-Travel,592,Research & Development,2,Bachelor,Life Sciences,Low,Female,54,Medium,1,Laboratory Technician,Low,Single,3646,17181,2,Yes,23,Outstanding,Medium,0,11,2,Outstanding,1,0,0,0
1190,1191,49,No,Travel_Rarely,1490,Research & Development,7,Master,Life Sciences,High,Male,35,High,3,Healthcare Representative,Medium,Divorced,10466,20948,3,No,14,Excellent,Medium,2,29,3,Excellent,8,7,0,7
1191,1192,20,No,Travel_Rarely,959,Research & Development,1,Bachelor,Life Sciences,Very High,Female,83,Medium,1,Research Scientist,Medium,Single,2836,11757,1,No,13,Excellent,Very High,0,1,0,Outstanding,1,0,0,0
1192,1193,32,No,Travel_Rarely,906,Sales,7,Bachelor,Life Sciences,Very High,Male,91,Medium,2,Sales Executive,High,Married,5484,16985,1,No,14,Excellent,High,1,13,3,Good,13,8,4,8
1193,1194,36,No,Non-Travel,635,Sales,10,Master,Medical,Medium,Male,32,High,3,Sales Executive,Very High,Single,9980,15318,1,No,14,Excellent,Very High,0,10,3,Good,10,3,9,7
1194,1195,43,No,Travel_Frequently,394,Sales,26,College,Life Sciences,High,Male,92,High,4,Manager,Very High,Married,16959,19494,1,Yes,12,Excellent,Very High,2,25,3,Outstanding,25,12,4,12
1195,1196,26,No,Travel_Frequently,575,Research & Development,1,College,Life Sciences,Low,Female,71,Low,1,Laboratory Technician,Very High,Divorced,4364,5288,3,No,14,Excellent,Low,1,5,2,Excellent,2,2,2,0
1196,1197,27,Yes,Travel_Rarely,1420,Sales,2,Below College,Marketing,High,Male,85,High,1,Sales Representative,Low,Divorced,3041,16346,0,No,11,Excellent,Medium,1,5,3,Excellent,4,3,0,2
1197,1198,42,No,Travel_Frequently,1474,Research & Development,5,College,Other,Medium,Male,97,High,1,Laboratory Technician,High,Married,2093,9260,4,No,17,Excellent,Very High,1,8,4,Excellent,2,2,2,0
1198,1199,34,No,Travel_Rarely,1326,Sales,3,Bachelor,Other,Very High,Male,81,Low,2,Sales Executive,Low,Single,4759,15891,3,No,18,Excellent,Very High,0,15,2,Excellent,13,9,3,12
1199,1200,55,Yes,Travel_Rarely,267,Sales,13,Master,Marketing,Low,Male,85,Very High,4,Sales Executive,High,Single,13695,9277,6,Yes,17,Excellent,High,0,24,2,Good,19,7,3,8
1200,1201,42,No,Travel_Rarely,1265,Research & Development,3,Bachelor,Life Sciences,High,Female,95,Very High,2,Laboratory Technician,Very High,Married,5231,23726,2,Yes,13,Excellent,Medium,1,17,1,Good,5,3,1,3
1202,1203,33,No,Travel_Frequently,970,Sales,7,Bachelor,Life Sciences,Very High,Female,30,High,2,Sales Executive,Medium,Married,4302,13401,0,No,17,Excellent,High,1,4,3,Excellent,3,2,0,2
1203,1204,30,No,Travel_Rarely,1358,Research & Development,24,Below College,Life Sciences,Very High,Male,67,High,1,Laboratory Technician,High,Divorced,2693,13335,1,No,22,Outstanding,Medium,1,1,2,Excellent,1,0,0,0
1204,1205,35,No,Travel_Rarely,982,Research & Development,1,Master,Medical,Very High,Male,58,Medium,1,Laboratory Technician,High,Married,2258,16340,6,No,12,Excellent,Medium,1,10,2,Excellent,8,0,1,7
1205,1206,42,No,Travel_Rarely,647,Sales,4,Master,Marketing,Medium,Male,45,High,2,Sales Executive,Low,Single,5155,2253,7,No,13,Excellent,Very High,0,9,3,Outstanding,6,4,1,5
1206,1207,40,No,Travel_Frequently,1469,Research & Development,9,Master,Medical,Very High,Male,35,High,1,Research Scientist,Medium,Divorced,3617,25063,8,Yes,14,Excellent,Very High,1,3,2,Excellent,1,1,0,0
1207,1208,34,No,Travel_Rarely,304,Sales,2,Bachelor,Other,Very High,Male,60,High,2,Sales Executive,Very High,Single,6274,18686,1,No,22,Outstanding,High,0,6,5,Excellent,6,5,1,4
1208,1209,50,No,Travel_Rarely,1099,Research & Development,29,Master,Life Sciences,Medium,Male,88,Medium,4,Manager,High,Married,17046,9314,0,No,15,Excellent,Medium,1,28,2,Excellent,27,10,15,7
1209,1210,45,No,Travel_Rarely,1316,Research & Development,29,Bachelor,Medical,High,Male,83,High,1,Research Scientist,Very High,Single,3452,9752,5,No,13,Excellent,Medium,0,9,2,Good,6,5,0,3
1210,1211,21,Yes,Travel_Rarely,156,Sales,12,Bachelor,Life Sciences,High,Female,90,Very High,1,Sales Representative,Medium,Single,2716,25422,1,No,15,Excellent,Very High,0,1,0,Excellent,1,0,0,0
1211,1212,37,No,Travel_Rarely,1017,Research & Development,1,College,Medical,High,Female,83,Medium,1,Research Scientist,Low,Married,3920,18697,2,No,14,Excellent,Low,1,17,2,Good,3,1,0,2
1212,1213,33,No,Travel_Frequently,508,Sales,10,Bachelor,Marketing,Medium,Male,46,Medium,2,Sales Executive,Very High,Single,4682,4317,3,No,14,Excellent,High,0,9,6,Good,7,7,0,1
1215,1216,47,No,Travel_Rarely,202,Research & Development,2,College,Other,High,Female,33,High,4,Manager,Very High,Married,16752,12982,1,Yes,11,Excellent,High,1,26,3,Good,26,14,3,0
1216,1217,30,Yes,Travel_Frequently,448,Sales,12,Master,Life Sciences,Medium,Male,74,Medium,1,Sales Representative,Low,Married,2033,14470,1,No,18,Excellent,High,1,1,2,Outstanding,1,0,0,0
1217,1218,27,No,Travel_Rarely,608,Research & Development,1,College,Life Sciences,High,Female,68,High,3,Manufacturing Director,Low,Married,7412,6009,1,No,11,Excellent,Very High,0,9,3,Excellent,9,7,0,7
1219,1220,50,No,Non-Travel,881,Research & Development,2,Master,Life Sciences,Low,Male,98,High,4,Manager,Low,Divorced,17924,4544,1,No,11,Excellent,Very High,1,31,3,Excellent,31,6,14,7
1220,1221,29,Yes,Travel_Rarely,805,Research & Development,1,College,Life Sciences,Medium,Female,36,Medium,1,Laboratory Technician,Low,Married,2319,6689,1,Yes,11,Excellent,Very High,1,1,1,Excellent,1,0,0,0
1221,1222,36,No,Travel_Rarely,329,Sales,16,Master,Marketing,High,Female,98,Medium,2,Sales Executive,Low,Married,5647,13494,4,No,13,Excellent,Low,2,11,3,Good,3,2,0,2
1222,1223,45,No,Travel_Rarely,1339,Research & Development,7,Bachelor,Life Sciences,Medium,Male,59,High,3,Research Scientist,Low,Divorced,9724,18787,2,No,17,Excellent,High,1,25,2,Excellent,1,0,0,0
1223,1224,50,Yes,Travel_Frequently,562,Sales,8,College,Technical Degree,Medium,Male,50,High,2,Sales Executive,High,Married,6796,23452,3,Yes,14,Excellent,Low,1,18,4,Excellent,4,3,1,3
1226,1227,33,No,Travel_Frequently,827,Research & Development,1,Master,Other,High,Female,84,Very High,2,Healthcare Representative,Medium,Married,5488,20161,1,Yes,13,Excellent,Low,1,6,2,Excellent,6,5,1,2
1227,1228,46,No,Travel_Rarely,150,Research & Development,2,Master,Technical Degree,Very High,Male,60,High,2,Manufacturing Director,Very High,Divorced,7379,17433,2,No,11,Excellent,High,1,12,3,Good,6,3,1,4
1230,1231,54,No,Travel_Rarely,397,Human Resources,19,Master,Medical,High,Male,88,High,3,Human Resources,Medium,Married,10725,6729,2,No,15,Excellent,High,1,16,1,Outstanding,9,7,7,1
1231,1232,47,No,Travel_Rarely,249,Sales,2,College,Marketing,High,Female,35,High,2,Sales Executive,Very High,Married,4537,17783,0,Yes,22,Outstanding,Low,1,8,2,Excellent,7,6,7,7
1232,1233,33,No,Travel_Rarely,1216,Sales,8,Master,Marketing,High,Male,39,High,2,Sales Executive,High,Divorced,7104,20431,0,No,12,Excellent,Very High,0,6,3,Excellent,5,0,1,2
1233,1234,35,No,Travel_Rarely,607,Research & Development,9,Bachelor,Life Sciences,Very High,Female,66,Medium,3,Manufacturing Director,High,Married,10685,23457,1,Yes,20,Outstanding,Medium,1,17,2,Excellent,17,14,5,15
1234,1235,39,No,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,High,Male,70,High,2,Laboratory Technician,Medium,Single,6782,8770,9,No,15,Excellent,High,0,9,2,Good,5,4,0,3
1235,1236,38,No,Travel_Rarely,688,Research & Development,23,Master,Life Sciences,Very High,Male,82,High,2,Healthcare Representative,Very High,Divorced,5745,18899,9,No,14,Excellent,Medium,1,10,2,Excellent,2,2,1,2
1237,1238,54,No,Travel_Rarely,1082,Sales,2,Master,Life Sciences,High,Female,41,Medium,3,Sales Executive,High,Married,10686,8392,6,No,11,Excellent,Medium,1,13,4,Excellent,9,4,7,0
1238,1239,37,No,Travel_Rarely,1305,Research & Development,10,Master,Life Sciences,High,Male,49,High,2,Manufacturing Director,Medium,Single,4197,21123,2,Yes,12,Excellent,Very High,0,18,2,Good,1,0,0,1
1239,1240,20,No,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,Low,Male,87,Medium,1,Laboratory Technician,High,Single,3033,12828,1,No,12,Excellent,Low,0,2,2,Good,2,2,1,2
1240,1241,40,No,Travel_Frequently,720,Research & Development,16,Master,Medical,Low,Male,51,Medium,2,Laboratory Technician,High,Single,5094,11983,6,No,14,Excellent,Very High,0,10,6,Excellent,1,0,0,0
1241,1242,51,No,Travel_Frequently,237,Sales,9,Bachelor,Life Sciences,Very High,Male,83,High,5,Manager,Medium,Divorced,19847,19196,4,Yes,24,Outstanding,Low,1,31,5,Good,29,10,11,10
1242,1243,34,Yes,Travel_Frequently,658,Research & Development,7,Bachelor,Life Sciences,Low,Male,66,Low,2,Laboratory Technician,High,Single,6074,22887,1,Yes,24,Outstanding,Very High,0,9,3,Excellent,9,7,0,6
1243,1244,34,No,Travel_Rarely,401,Research & Development,1,Bachelor,Life Sciences,Very High,Female,86,Medium,1,Laboratory Technician,Medium,Married,3294,3708,5,No,17,Excellent,Low,1,7,2,Good,5,4,0,2
1244,1245,42,No,Travel_Rarely,319,Research & Development,24,Bachelor,Medical,Very High,Male,56,High,3,Manufacturing Director,Low,Married,7406,6950,1,Yes,21,Outstanding,Very High,1,10,5,Good,10,9,5,8
1248,1249,30,No,Non-Travel,990,Research & Development,7,Bachelor,Technical Degree,High,Male,64,High,1,Research Scientist,High,Divorced,1274,7152,1,No,13,Excellent,Medium,2,1,2,Good,1,0,0,0
1250,1251,50,No,Travel_Rarely,1452,Research & Development,11,Bachelor,Life Sciences,High,Female,53,High,5,Manager,Medium,Single,19926,17053,3,No,15,Excellent,Medium,0,21,5,Excellent,5,4,4,4
1252,1253,31,No,Travel_Rarely,1082,Research & Development,1,Master,Medical,High,Male,87,High,1,Research Scientist,Medium,Single,2501,18775,1,No,17,Excellent,Medium,0,1,4,Excellent,1,1,1,0
1254,1255,41,No,Travel_Frequently,1200,Research & Development,22,Bachelor,Life Sciences,Very High,Female,75,High,2,Research Scientist,Very High,Divorced,5467,13953,3,Yes,14,Excellent,Low,2,12,4,Good,6,2,3,3
1256,1257,41,No,Travel_Frequently,857,Research & Development,10,Bachelor,Life Sciences,Very High,Male,91,Medium,4,Manager,Low,Divorced,17181,12888,4,No,13,Excellent,Medium,1,21,2,Good,7,6,7,7
1257,1258,52,No,Travel_Rarely,1053,Research & Development,1,College,Life Sciences,Very High,Male,70,High,4,Manager,Very High,Married,17099,13829,2,No,15,Excellent,Medium,1,26,2,Good,9,8,7,8
1258,1259,40,No,Travel_Rarely,523,Research & Development,2,Bachelor,Life Sciences,High,Male,98,High,2,Research Scientist,Very High,Single,4661,22455,1,No,13,Excellent,High,0,9,4,Excellent,9,8,8,8
1259,1260,49,No,Travel_Frequently,636,Research & Development,10,Master,Life Sciences,High,Female,35,High,5,Research Director,Low,Single,18665,25594,9,Yes,11,Excellent,Very High,0,22,4,Excellent,3,2,1,2
1260,1261,27,No,Travel_Rarely,205,Sales,10,Bachelor,Marketing,Very High,Female,98,Medium,2,Sales Executive,Very High,Married,5769,7100,1,Yes,11,Excellent,Very High,0,6,3,Excellent,6,2,4,4
1261,1262,38,No,Travel_Rarely,371,Research & Development,2,Bachelor,Life Sciences,Very High,Male,45,High,1,Research Scientist,Very High,Single,3944,4306,5,Yes,11,Excellent,High,0,6,3,Excellent,3,2,1,2
1262,1263,51,No,Travel_Frequently,541,Sales,2,Bachelor,Marketing,Medium,Male,52,High,3,Sales Executive,Medium,Married,10596,15395,2,No,11,Excellent,Medium,0,14,5,Excellent,4,2,3,2
1263,1264,40,No,Travel_Rarely,896,Research & Development,2,Bachelor,Medical,High,Male,68,High,1,Research Scientist,High,Divorced,2345,8045,2,No,14,Excellent,High,1,8,3,Outstanding,3,1,1,2
1264,1265,29,No,Travel_Rarely,1401,Research & Development,6,Below College,Medical,Medium,Female,54,High,1,Laboratory Technician,Very High,Married,3131,26342,1,No,13,Excellent,Low,1,10,5,Excellent,10,8,0,8
1265,1266,40,No,Travel_Rarely,658,Sales,10,Master,Marketing,Low,Male,67,Medium,3,Sales Executive,Medium,Divorced,9705,20652,2,No,12,Excellent,Medium,1,11,2,Good,1,0,0,0
1268,1269,30,No,Travel_Rarely,317,Research & Development,2,Bachelor,Life Sciences,High,Female,43,Low,2,Manufacturing Director,Very High,Single,6091,24793,2,No,20,Outstanding,High,0,11,2,Excellent,5,4,0,2
1270,1271,29,No,Travel_Rarely,232,Research & Development,19,Bachelor,Technical Degree,Very High,Male,34,High,2,Manufacturing Director,Very High,Divorced,4262,22645,4,No,12,Excellent,Medium,2,8,2,Outstanding,3,2,1,2
1271,1272,35,No,Travel_Rarely,662,Sales,1,Doctor,Marketing,High,Male,94,High,3,Sales Executive,Medium,Married,7295,11439,1,No,13,Excellent,Low,2,10,3,Excellent,10,8,0,6
1272,1273,45,No,Travel_Rarely,1234,Sales,11,College,Life Sciences,Very High,Female,90,High,4,Manager,Very High,Married,17650,5404,3,No,13,Excellent,Medium,1,26,4,Outstanding,9,3,1,1
1274,1275,43,No,Travel_Frequently,1082,Research & Development,27,Bachelor,Life Sciences,High,Female,83,High,3,Manufacturing Director,Low,Married,10820,11535,8,No,11,Excellent,High,1,18,1,Excellent,8,7,0,1
1276,1277,47,No,Travel_Rarely,359,Research & Development,2,Master,Medical,Low,Female,82,High,4,Research Director,High,Married,17169,26703,3,No,19,Excellent,Medium,2,26,2,Outstanding,20,17,5,6
1277,1278,51,No,Travel_Rarely,1405,Research & Development,11,College,Technical Degree,Very High,Female,82,Medium,4,Manufacturing Director,Medium,Single,13142,24439,3,No,16,Excellent,Medium,0,29,1,Good,5,2,0,3
1278,1279,46,No,Travel_Rarely,566,Research & Development,7,College,Medical,Very High,Male,75,High,3,Manufacturing Director,High,Divorced,10845,24208,6,No,13,Excellent,Medium,1,13,3,Excellent,8,7,0,7
1279,1280,44,Yes,Travel_Rarely,1376,Human Resources,1,College,Medical,Medium,Male,91,Medium,3,Human Resources,Low,Married,10482,2326,9,No,14,Excellent,Very High,1,24,1,Excellent,20,6,3,6
1280,1281,29,No,Travel_Rarely,694,Research & Development,1,Bachelor,Life Sciences,Very High,Female,87,Medium,4,Research Director,Very High,Divorced,16124,3423,3,No,14,Excellent,Medium,2,9,2,Good,7,7,1,7
1281,1282,46,No,Travel_Rarely,526,Sales,1,College,Marketing,Medium,Female,92,High,3,Sales Executive,Low,Divorced,10453,2137,1,No,25,Outstanding,High,3,24,2,Excellent,24,13,15,7
1284,1285,29,Yes,Travel_Rarely,341,Sales,1,Bachelor,Medical,Medium,Female,48,Medium,1,Sales Representative,High,Divorced,2800,23522,6,Yes,19,Excellent,High,3,5,3,Excellent,3,2,0,2
1285,1286,40,No,Travel_Rarely,759,Sales,2,College,Marketing,Very High,Female,46,High,2,Sales Executive,Medium,Divorced,5715,22553,7,No,12,Excellent,High,2,8,5,Excellent,5,4,1,3
1286,1287,30,Yes,Travel_Frequently,334,Sales,26,Master,Marketing,High,Female,52,Medium,2,Sales Executive,Low,Single,6696,22967,5,No,15,Excellent,High,0,9,5,Good,6,3,0,1
1287,1288,42,No,Travel_Rarely,932,Research & Development,1,College,Life Sciences,Very High,Female,43,Medium,2,Manufacturing Director,Very High,Married,6062,4051,9,Yes,13,Excellent,Very High,1,8,4,Excellent,4,3,0,2
1288,1289,41,No,Non-Travel,509,Research & Development,2,Master,Other,Low,Female,62,Medium,2,Healthcare Representative,High,Single,6811,2112,2,Yes,17,Excellent,Low,0,10,3,Excellent,8,7,0,7
1290,1291,42,No,Non-Travel,495,Research & Development,2,Below College,Life Sciences,High,Male,37,High,4,Manager,High,Married,17861,26582,0,Yes,13,Excellent,Very High,0,21,3,Good,20,8,2,10
1291,1292,25,No,Travel_Rarely,622,Sales,13,Below College,Medical,Medium,Male,40,High,1,Sales Representative,High,Married,2096,26376,1,No,11,Excellent,High,0,7,1,Excellent,7,4,0,6
1296,1297,31,Yes,Travel_Rarely,1365,Sales,13,Master,Medical,Medium,Male,46,High,2,Sales Executive,Low,Divorced,4233,11512,2,No,17,Excellent,High,0,9,2,Low,3,1,1,2
1298,1299,41,No,Travel_Rarely,483,Research & Development,6,Bachelor,Medical,Very High,Male,95,Medium,2,Manufacturing Director,Medium,Single,6032,10110,6,Yes,15,Excellent,Very High,0,8,3,Excellent,5,4,1,2
1299,1300,36,No,Travel_Rarely,429,Research & Development,2,Master,Life Sciences,High,Female,53,High,2,Manufacturing Director,Medium,Single,5410,2323,9,Yes,11,Excellent,Very High,0,18,2,Excellent,16,14,5,12
1300,1301,38,No,Travel_Frequently,471,Research & Development,12,Bachelor,Life Sciences,Low,Male,45,Medium,2,Healthcare Representative,Low,Divorced,6288,4284,2,No,15,Excellent,High,1,13,3,Good,4,3,1,2
1301,1302,35,No,Travel_Rarely,1258,Research & Development,1,Master,Life Sciences,Very High,Female,40,Very High,1,Research Scientist,High,Single,2506,13301,3,No,13,Excellent,High,0,7,0,Excellent,2,2,2,2
1302,1303,45,No,Non-Travel,1050,Sales,9,Master,Life Sciences,Medium,Female,65,Medium,2,Sales Executive,High,Married,5593,17970,1,No,13,Excellent,Very High,1,15,2,Excellent,15,10,4,12
1303,1304,47,No,Travel_Frequently,217,Sales,3,Bachelor,Medical,Very High,Female,49,High,4,Sales Executive,High,Divorced,13770,10225,9,Yes,12,Excellent,Very High,2,28,2,Good,22,2,11,13
1304,1305,56,No,Travel_Rarely,718,Research & Development,4,Master,Technical Degree,Very High,Female,92,High,5,Manager,Low,Divorced,19943,18575,4,No,13,Excellent,Very High,1,28,2,Excellent,5,2,4,2
1306,1307,59,No,Non-Travel,1420,Human Resources,2,Master,Human Resources,High,Female,32,Medium,5,Manager,Very High,Married,18844,21922,9,No,21,Outstanding,Very High,1,30,3,Excellent,3,2,2,2
1307,1308,28,Yes,Travel_Rarely,654,Research & Development,1,College,Life Sciences,Low,Female,67,Low,1,Research Scientist,Medium,Single,2216,3872,7,Yes,13,Excellent,Very High,0,10,4,Excellent,7,7,3,7
1308,1309,50,Yes,Travel_Frequently,959,Sales,1,Master,Other,Very High,Male,81,High,2,Sales Executive,High,Single,4728,17251,3,Yes,14,Excellent,Very High,0,5,4,Excellent,0,0,0,0
1309,1310,30,No,Travel_Rarely,946,Research & Development,2,Bachelor,Medical,High,Female,52,Medium,2,Manufacturing Director,Very High,Single,6877,20234,5,Yes,24,Outstanding,Medium,0,12,4,Good,0,0,0,0
1310,1311,30,No,Travel_Rarely,125,Research & Development,9,College,Medical,Very High,Male,83,Medium,1,Laboratory Technician,High,Single,2206,16117,1,No,13,Excellent,Low,0,10,5,Excellent,10,0,1,8
1312,1313,21,No,Non-Travel,895,Sales,9,College,Medical,Low,Male,39,High,1,Sales Representative,Very High,Single,2610,2851,1,No,24,Outstanding,High,0,3,3,Good,3,2,2,2
1313,1314,35,Yes,Travel_Rarely,622,Research & Development,14,Master,Other,High,Male,39,Medium,1,Laboratory Technician,Medium,Divorced,3743,10074,1,Yes,24,Outstanding,Very High,1,5,2,Low,4,2,0,2
